timestamp,open,high,low,close,volume
2022-12-31 15:00:00,21164000.0,21225000.0,21100000.0,21127000.0,256.57481745
2022-12-31 14:00:00,21226000.0,21248000.0,21133000.0,21164000.0,343.77736571
2022-12-31 13:00:00,21155000.0,21249000.0,21151000.0,21223000.0,739.58710808
2022-12-31 12:00:00,21131000.0,21169000.0,21080000.0,21159000.0,224.29649088
2022-12-31 11:00:00,21067000.0,21136000.0,21067000.0,21124000.0,299.86518105
2022-12-31 10:00:00,21012000.0,21070000.0,21000000.0,21070000.0,65.87676629
2022-12-31 09:00:00,21036000.0,21036000.0,20983000.0,21000000.0,65.02511445
2022-12-31 08:00:00,21037000.0,21051000.0,21006000.0,21029000.0,48.89141104
2022-12-31 07:00:00,21007000.0,21049000.0,21006000.0,21035000.0,64.07600499
2022-12-31 06:00:00,21010000.0,21018000.0,20986000.0,21006000.0,31.75208624
2022-12-31 05:00:00,20992000.0,21028000.0,20990000.0,21015000.0,40.06979485
2022-12-31 04:00:00,21026000.0,21026000.0,20989000.0,20993000.0,44.80769742
2022-12-31 03:00:00,21039000.0,21054000.0,21005000.0,21026000.0,40.6100286
2022-12-31 02:00:00,20974000.0,21050000.0,20970000.0,21039000.0,63.21992592
2022-12-31 01:00:00,21060000.0,21062000.0,20966000.0,20990000.0,115.81790771
2022-12-31 00:00:00,21086000.0,21093000.0,20998000.0,21060000.0,108.47106619
2022-12-30 23:00:00,21061000.0,21101000.0,21041000.0,21070000.0,60.0850909
2022-12-30 22:00:00,21051000.0,21064000.0,21031000.0,21061000.0,41.39999485
2022-12-30 21:00:00,20996000.0,21083000.0,20978000.0,21051000.0,62.82095026
2022-12-30 20:00:00,20932000.0,21000000.0,20920000.0,21000000.0,35.15682026
2022-12-30 19:00:00,20953000.0,20984000.0,20915000.0,20932000.0,20.65801444
2022-12-30 18:00:00,20917000.0,20953000.0,20894000.0,20953000.0,17.82224837
2022-12-30 17:00:00,20948000.0,20953000.0,20905000.0,20917000.0,32.14338405
2022-12-30 16:00:00,20952000.0,20975000.0,20924000.0,20947000.0,48.59595688
2022-12-30 15:00:00,20798000.0,20961000.0,20776000.0,20952000.0,141.17761743
2022-12-30 14:00:00,20840000.0,20894000.0,20700000.0,20786000.0,258.42750216
2022-12-30 13:00:00,20864000.0,20883000.0,20828000.0,20840000.0,84.10368709
2022-12-30 12:00:00,20901000.0,20901000.0,20828000.0,20855000.0,175.56368216
2022-12-30 11:00:00,20912000.0,20920000.0,20878000.0,20901000.0,97.17107287
2022-12-30 10:00:00,20956000.0,20970000.0,20912000.0,20912000.0,64.73280383
2022-12-30 09:00:00,20900000.0,20970000.0,20897000.0,20968000.0,90.52460815
2022-12-30 08:00:00,20855000.0,20901000.0,20846000.0,20900000.0,139.82427185
2022-12-30 07:00:00,20966000.0,20966000.0,20828000.0,20855000.0,389.95770028
2022-12-30 06:00:00,21010000.0,21021000.0,20964000.0,20966000.0,251.71799697
2022-12-30 05:00:00,21103000.0,21129000.0,21005000.0,21011000.0,162.11091042
2022-12-30 04:00:00,21144000.0,21145000.0,21091000.0,21103000.0,80.39121734
2022-12-30 03:00:00,21141000.0,21156000.0,21116000.0,21145000.0,67.10203368
2022-12-30 02:00:00,21122000.0,21147000.0,21061000.0,21130000.0,147.50037139
2022-12-30 01:00:00,21197000.0,21199000.0,21097000.0,21122000.0,127.32408522
2022-12-30 00:00:00,21201000.0,21232000.0,21155000.0,21197000.0,102.76019513
2022-12-29 23:00:00,21158000.0,21232000.0,21155000.0,21201000.0,61.64246035
2022-12-29 22:00:00,21144000.0,21174000.0,21127000.0,21158000.0,81.0446799
2022-12-29 21:00:00,21159000.0,21180000.0,21135000.0,21155000.0,30.84041643
2022-12-29 20:00:00,21154000.0,21192000.0,21137000.0,21154000.0,52.43635336
2022-12-29 19:00:00,21230000.0,21232000.0,21155000.0,21170000.0,24.68334151
2022-12-29 18:00:00,21175000.0,21227000.0,21151000.0,21200000.0,29.0065907
2022-12-29 17:00:00,21219000.0,21228000.0,21165000.0,21167000.0,35.44408044
2022-12-29 16:00:00,21205000.0,21240000.0,21181000.0,21196000.0,51.57322418
2022-12-29 15:00:00,21260000.0,21282000.0,21180000.0,21203000.0,104.34757241
2022-12-29 14:00:00,21230000.0,21295000.0,21208000.0,21250000.0,153.29819118
2022-12-29 13:00:00,21203000.0,21272000.0,21179000.0,21236000.0,114.64479886
2022-12-29 12:00:00,21200000.0,21207000.0,21168000.0,21200000.0,71.81849198
2022-12-29 11:00:00,21197000.0,21200000.0,21164000.0,21194000.0,99.25918693
2022-12-29 10:00:00,21155000.0,21197000.0,21140000.0,21197000.0,113.9072722
2022-12-29 09:00:00,21027000.0,21164000.0,21005000.0,21155000.0,103.32996396
2022-12-29 08:00:00,21046000.0,21061000.0,21003000.0,21005000.0,115.87387414
2022-12-29 07:00:00,21024000.0,21046000.0,21002000.0,21046000.0,92.08920341
2022-12-29 06:00:00,20997000.0,21026000.0,20972000.0,21024000.0,97.31488977
2022-12-29 05:00:00,21000000.0,21025000.0,20990000.0,20997000.0,85.12580866
2022-12-29 04:00:00,21006000.0,21007000.0,20954000.0,21000000.0,158.40500876
2022-12-29 03:00:00,20983000.0,21027000.0,20978000.0,20991000.0,103.4639791
2022-12-29 02:00:00,21022000.0,21039000.0,20908000.0,20983000.0,442.72630661
