Pair,Trading ID,Trading Time,Timestamp(ms),Trading Type,Trading Price,Trading Amount,Trading Cost,PnL,Fee
BTC/USDT:USDT,958994817,2024-08-01 00:31:47.771,1722443507771,buy,66511.4,3.0,1995.342,0.3131538461538462,-0.1995342
BTC/USDT:USDT,959237852,2024-08-01 03:30:16.181,1722454216181,sell,65771.3,1.0,657.713,0,-0.0657713
BTC/USDT:USDT,959376531,2024-08-01 04:05:16.088,1722456316088,sell,65372.7,2.0,1307.454,0,-0.1307454
BTC/USDT:USDT,959463372,2024-08-01 04:35:16.637,1722458116637,sell,64684.9,2.0,1293.698,0,-0.1293698
BTC/USDT:USDT,959594519,2024-08-01 06:10:15.276,1722463815276,sell,64857.6,1.0,648.576,0,-0.0648576
BTC/USDT:USDT,960001072,2024-08-01 12:20:19.159,1722486019159,sell,63968.6,1.0,639.686,0,-0.0639686
BTC/USDT:USDT,960508033,2024-08-01 22:30:16.820,1722522616820,buy,64232.2,2.6,1670.0372,42.7985764705882353,-0.16700372
BTC/USDT:USDT,960508037,2024-08-01 22:30:17.108,1722522617108,buy,64232.2,0.4,256.9288,6.5843963800904977,-0.02569288
BTC/USDT:USDT,961555224,2024-08-02 06:35:17.870,1722551717870,buy,65550.8,2.0,1311.016,6.5499819004524887,-0.1311016
BTC/USDT:USDT,961611203,2024-08-02 07:25:15.183,1722554715183,buy,65076.7,1.0,650.767,8.0159909502262443,-0.0650767
BTC/USDT:USDT,961676852,2024-08-02 08:25:20.154,1722558320154,buy,65282.2,1.0,652.822,5.9609909502262443,-0.0652822
BTC/USDT:USDT,963014734,2024-08-02 23:20:17.453,1722612017453,sell,62873.1,1.6,1005.9696,0,-0.10059696
BTC/USDT:USDT,963014735,2024-08-02 23:20:17.463,1722612017463,sell,62873.1,1.4,880.2234,0,-0.08802234
BTC/USDT:USDT,963213830,2024-08-03 00:30:17.277,1722616217277,sell,63063.8,1.0,630.638,0,-0.0630638
BTC/USDT:USDT,963726552,2024-08-03 05:45:19.019,1722635119019,sell,62088.5,1.0,620.885,0,-0.0620885
BTC/USDT:USDT,963883515,2024-08-03 07:45:15.141,1722642315141,sell,61527.0,1.0,615.27,0,-0.061527
BTC/USDT:USDT,964000409,2024-08-03 09:05:37.990,1722647137990,sell,60933.0,0.6,365.598,0,-0.0365598
BTC/USDT:USDT,964000410,2024-08-03 09:05:37.990,1722647137990,sell,60933.0,0.4,243.732,0,-0.0243732
BTC/USDT:USDT,964165955,2024-08-03 10:26:17.034,1722651977034,sell,61331.1,1.0,613.311,0,-0.0613311
BTC/USDT:USDT,964381450,2024-08-03 16:20:14.838,1722673214838,sell,61580.2,1.0,615.802,0,-0.0615802
BTC/USDT:USDT,964585439,2024-08-03 23:01:12.375,1722697272375,buy,62000.1,1.1,682.0011,23.1138894974994046,-0.06820011
BTC/USDT:USDT,964585440,2024-08-03 23:01:14.601,1722697274601,buy,62000.1,0.9,558.0009,18.9113641343176947,-0.05580009
BTC/USDT:USDT,964680530,2024-08-03 23:55:23.007,1722700523007,buy,61097.0,1.0,610.97,30.0436268159085497,-0.061097
BTC/USDT:USDT,965464196,2024-08-04 08:25:33.842,1722731133842,sell,60656.6,2.0,1213.132,0,-0.1213132
BTC/USDT:USDT,965731192,2024-08-04 16:35:19.247,1722760519247,buy,60536.5,1.0,605.365,31.8211127252520441,-0.0605365
BTC/USDT:USDT,965810117,2024-08-04 19:30:20.817,1722771020817,buy,60970.8,1.0,609.708,27.4781127252520441,-0.0609708
BTC/USDT:USDT,965870203,2024-08-04 21:35:26.961,1722778526961,buy,60886.9,2.0,1217.738,56.6342254505040883,-0.1217738
BTC/USDT:USDT,966164961,2024-08-04 23:45:17.409,1722786317409,buy,59297.1,8.0,4743.768,353.7209018020163532,-0.4743768
BTC/USDT:USDT,966244289,2024-08-05 00:20:17.113,1722788417113,sell,59042.0,2.0,1180.84,0,-0.118084
BTC/USDT:USDT,966650189,2024-08-05 02:25:28.663,1722795928663,sell,58323.0,1.0,583.23,0,-0.058323
BTC/USDT:USDT,966699955,2024-08-05 02:55:32.766,1722797732766,sell,58762.6,1.0,587.626,0,-0.0587626
BTC/USDT:USDT,966909815,2024-08-05 05:31:08.325,1722807068325,sell,58558.3,1.0,585.583,0,-0.0585583
BTC/USDT:USDT,966952659,2024-08-05 06:10:16.916,1722809416916,buy,58839.0,1.0,588.39,26.1914251228647514,-0.058839
BTC/USDT:USDT,967007742,2024-08-05 06:55:14.332,1722812114332,sell,58691.6,1.0,586.916,0,-0.0586916
BTC/USDT:USDT,967118734,2024-08-05 08:15:17.556,1722816917556,buy,57434.7,2.0,1148.694,75.4387729506631843,-0.1148694
BTC/USDT:USDT,967449040,2024-08-05 09:02:09.764,1722819729764,sell,55993.7,1.0,559.937,0,-0.0559937
BTC/USDT:USDT,968002483,2024-08-05 09:20:16.061,1722820816061,buy,54563.2,1.0,545.632,61.2214478277984329,-0.0545632
BTC/USDT:USDT,968225616,2024-08-05 09:41:08.668,1722822068668,sell,54788.4,1.0,547.884,0,-0.0547884
BTC/USDT:USDT,968891790,2024-08-05 13:05:18.269,1722834318269,sell,53078.9,1.0,530.789,0,-0.0530789
BTC/USDT:USDT,970091215,2024-08-05 15:05:15.592,1722841515592,buy,51795.5,1.0,517.955,76.6226391318350815,-0.0517955
BTC/USDT:USDT,970534270,2024-08-05 16:50:23.181,1722847823181,buy,52487.6,1.2,629.8512,83.6419669582020978,-0.06298512
BTC/USDT:USDT,970534271,2024-08-05 16:50:23.181,1722847823181,buy,52487.6,1.8,944.7768,125.4629504373031467,-0.09447768
BTC/USDT:USDT,970844627,2024-08-05 18:30:31.775,1722853831775,buy,51356.6,1.0,513.566,81.0116391318350815,-0.0513566
BTC/USDT:USDT,972505629,2024-08-05 22:05:28.837,1722866728837,sell,53451.9,2.0,1069.038,0,-0.1069038
BTC/USDT:USDT,972994327,2024-08-05 23:00:27.030,1722870027030,buy,54085.6,1.0,540.856,38.7069793488763111,-0.0540856
BTC/USDT:USDT,973294031,2024-08-05 23:55:15.024,1722873315024,buy,54415.5,1.0,544.155,35.4079793488763111,-0.0544155
BTC/USDT:USDT,973548297,2024-08-06 00:50:15.297,1722876615297,buy,54331.1,1.0,543.311,36.2519793488763111,-0.0543311
BTC/USDT:USDT,973714607,2024-08-06 01:45:19.870,1722879919870,buy,54656.5,1.0,546.565,32.9979793488763111,-0.0546565
BTC/USDT:USDT,973882933,2024-08-06 02:45:40.440,1722883540440,buy,53600.2,1.0,536.002,43.5609793488763111,-0.0536002
BTC/USDT:USDT,976042018,2024-08-06 21:30:14.645,1722951014645,buy,55093.2,1.0,550.932,28.6309793488763111,-0.1101864
BTC/USDT:USDT,976520775,2024-08-06 23:15:16.428,1722957316428,buy,56022.9,1.0,560.229,19.3339793488763111,-0.1120458
BTC/USDT:USDT,977491644,2024-08-07 10:05:17.671,1722996317671,buy,56801.3,3.0,1704.039,11.5499793488763111,-0.3408078
BTC/USDT:USDT,977755267,2024-08-07 13:35:14.862,1723008914862,buy,57137.3,2.0,1142.746,0,-0.2285492
BTC/USDT:USDT,978908693,2024-08-08 01:55:14.392,1723053314392,buy,55650.4,1.0,556.504,0,-0.1113008
BTC/USDT:USDT,979076886,2024-08-08 03:15:17.616,1723058117616,sell,55027.7,2.0,1100.554,-33.5564,-0.2201108
BTC/USDT:USDT,979333716,2024-08-08 06:30:15.413,1723069815413,sell,54826.7,1.0,548.267,-18.7882,-0.1096534
BTC/USDT:USDT,979621413,2024-08-08 09:45:16.091,1723081516091,sell,56947.4,2.0,1138.948,4.8376,-0.2277896
BTC/USDT:USDT,979892391,2024-08-08 12:10:16.329,1723090216329,buy,56960.1,1.0,569.601,0,-0.1139202
BTC/USDT:USDT,980094914,2024-08-08 15:46:11.230,1723103171230,buy,57347.1,2.0,1146.942,0,-0.2293884
BTC/USDT:USDT,980316409,2024-08-08 20:20:14.788,1723119614788,buy,57297.7,1.0,572.977,0,-0.1145954
BTC/USDT:USDT,980997123,2024-08-08 23:10:15.263,1723129815263,buy,58994.3,1.0,589.943,0,-0.1179886
BTC/USDT:USDT,981356734,2024-08-09 02:00:20.778,1723140020778,buy,59463.0,1.0,594.63,0,-0.118926
BTC/USDT:USDT,982502635,2024-08-09 16:25:32.522,1723191932522,sell,60861.0,1.0,608.61,29.5945,-0.121722
BTC/USDT:USDT,982872281,2024-08-09 21:40:33.640,1723210833640,sell,59951.4,1.0,599.514,20.4985,-0.1199028
BTC/USDT:USDT,983108571,2024-08-09 22:45:15.680,1723214715680,sell,59863.1,1.0,598.631,19.6155,-0.1197262
BTC/USDT:USDT,984167997,2024-08-10 20:05:24.524,1723291524524,buy,60886.5,1.0,608.865,0,-0.121773
BTC/USDT:USDT,984368849,2024-08-11 02:36:28.382,1723314988382,buy,60950.3,1.0,609.503,0,-0.1219006
BTC/USDT:USDT,984629996,2024-08-11 13:45:16.780,1723355116780,sell,61065.9,1.0,610.659,19.5761,-0.1221318
BTC/USDT:USDT,984684203,2024-08-11 16:10:33.207,1723363833207,buy,61204.4,1.0,612.044,0,-0.1224088
BTC/USDT:USDT,984761682,2024-08-11 17:25:25.231,1723368325231,sell,61504.3,0.2,123.0086,3.953576,-0.02460172
BTC/USDT:USDT,984761683,2024-08-11 17:25:25.247,1723368325247,sell,61504.3,0.8,492.0344,15.814304,-0.09840688
BTC/USDT:USDT,984950354,2024-08-11 20:15:18.844,1723378518844,buy,60261.2,1.0,602.612,0,-0.1205224
BTC/USDT:USDT,985033798,2024-08-11 21:50:15.278,1723384215278,sell,60583.0,1.0,605.83,9.087504,-0.121166
BTC/USDT:USDT,985247190,2024-08-12 01:55:17.817,1723398917817,sell,60316.1,2.3,1387.2703,14.7625592,-0.27745406
BTC/USDT:USDT,985247191,2024-08-12 01:55:17.828,1723398917828,sell,60316.1,0.7,422.2127,4.4929528,-0.08444254
BTC/USDT:USDT,985404956,2024-08-12 04:10:44.076,1723407044076,buy,58973.8,1.0,589.738,0,-0.1179476
BTC/USDT:USDT,985500797,2024-08-12 04:45:16.174,1723409116174,sell,58721.8,1.0,587.218,-6.022248,-0.1174436
BTC/USDT:USDT,985511493,2024-08-12 04:56:04.609,1723409764609,sell,58676.9,1.0,586.769,-6.471248,-0.1173538
BTC/USDT:USDT,985586733,2024-08-12 05:51:10.614,1723413070614,sell,58826.9,1.0,588.269,0,-0.1176538
BTC/USDT:USDT,985933698,2024-08-12 10:45:25.167,1723430725167,sell,58414.9,1.0,584.149,0,-0.1168298
BTC/USDT:USDT,985982193,2024-08-12 11:55:16.749,1723434916749,sell,58509.9,1.0,585.099,0,-0.1170198
BTC/USDT:USDT,986248938,2024-08-12 15:40:31.383,1723448431383,sell,58807.1,1.0,588.071,0,-0.1176142
BTC/USDT:USDT,986401543,2024-08-12 17:25:18.772,1723454718772,sell,58471.3,1.0,584.713,0,-0.1169426
BTC/USDT:USDT,987296820,2024-08-12 23:15:18.661,1723475718661,buy,60146.9,0.4,240.5876,-6.16352,-0.04811752
BTC/USDT:USDT,987296821,2024-08-12 23:15:18.765,1723475718765,buy,60146.9,0.7,421.0283,-10.78616,-0.08420566
BTC/USDT:USDT,987296824,2024-08-12 23:15:19.386,1723475719386,buy,60146.9,0.1,60.1469,-1.54088,-0.01202938
BTC/USDT:USDT,987296825,2024-08-12 23:15:20.063,1723475720063,buy,60146.9,0.8,481.1752,-12.32704,-0.09623504
BTC/USDT:USDT,987871573,2024-08-13 05:35:15.175,1723498515175,sell,58916.9,1.0,589.169,0,-0.1178338
BTC/USDT:USDT,988808144,2024-08-13 22:25:17.130,1723559117130,buy,59406.7,1.0,594.067,-7.2296,-0.1188134
BTC/USDT:USDT,989033646,2024-08-14 00:45:15.627,1723567515627,buy,60707.5,1.0,607.075,-20.2376,-0.121415
BTC/USDT:USDT,989063805,2024-08-14 00:50:19.053,1723567819053,buy,60885.0,1.0,608.85,-22.0126,-0.12177
BTC/USDT:USDT,989115689,2024-08-14 01:05:16.694,1723568716694,buy,61044.5,3.0,1831.335,-23.6076,-0.366267
BTC/USDT:USDT,990327878,2024-08-14 21:45:17.913,1723643117913,sell,60229.1,1.0,602.291,-8.154,-0.1204582
BTC/USDT:USDT,990436086,2024-08-14 22:02:56.969,1723644176969,sell,59432.9,1.0,594.329,-16.116,-0.1188658
BTC/USDT:USDT,990522000,2024-08-14 22:15:14.973,1723644914973,sell,59102.9,1.0,591.029,0,-0.1182058
BTC/USDT:USDT,990543383,2024-08-14 22:20:15.178,1723645215178,sell,59221.5,3.0,1776.645,0,-0.355329
BTC/USDT:USDT,990634103,2024-08-14 22:55:14.416,1723647314416,sell,59518.9,1.0,595.189,0,-0.1190378
BTC/USDT:USDT,990745980,2024-08-14 23:45:15.911,1723650315911,sell,59688.9,1.0,596.889,0,-0.1193778
BTC/USDT:USDT,991340388,2024-08-15 10:10:20.159,1723687820159,sell,58279.2,1.0,582.792,0,-0.0582792
BTC/USDT:USDT,991707921,2024-08-15 17:05:30.398,1723712730398,sell,58421.4,1.0,584.214,0,-0.0584214
BTC/USDT:USDT,992033301,2024-08-15 21:35:14.799,1723728914799,buy,59341.1,1.0,593.411,-2.56625,-0.0593411
BTC/USDT:USDT,992124800,2024-08-15 22:10:20.451,1723731020451,buy,59431.7,1.0,594.317,-3.47225,-0.0594317
BTC/USDT:USDT,992198253,2024-08-15 22:55:14.822,1723733714822,buy,59525.3,1.0,595.253,-4.40825,-0.0595253
BTC/USDT:USDT,992388546,2024-08-16 01:20:26.168,1723742426168,buy,59207.0,1.0,592.07,-1.22525,-0.059207
BTC/USDT:USDT,992832834,2024-08-16 03:50:14.879,1723751414879,sell,57127.1,2.0,1142.542,0,-0.1142542
BTC/USDT:USDT,993109497,2024-08-16 06:51:08.359,1723762268359,sell,57540.8,1.0,575.408,0,-0.0575408
BTC/USDT:USDT,993450141,2024-08-16 13:31:23.493,1723786283493,buy,58207.1,1.0,582.071,0.976,-0.0582071
BTC/USDT:USDT,993612619,2024-08-16 17:31:02.413,1723800662413,buy,58501.1,1.0,585.011,-1.964,-0.0585011
BTC/USDT:USDT,993715931,2024-08-16 19:45:26.073,1723808726073,buy,58344.8,2.0,1166.896,-0.802,-0.1166896
BTC/USDT:USDT,993753409,2024-08-16 20:20:14.952,1723810814952,buy,58152.6,1.0,581.526,1.521,-0.0581526
BTC/USDT:USDT,993771142,2024-08-16 20:27:13.479,1723811233479,buy,58139.0,1.0,581.39,1.657,-0.058139
BTC/USDT:USDT,994593041,2024-08-17 03:10:36.207,1723835436207,buy,59491.2,2.0,1189.824,-11.865,-0.1189824
BTC/USDT:USDT,994662377,2024-08-17 04:05:29.111,1723838729111,buy,59609.2,1.0,596.092,0,-0.0596092
BTC/USDT:USDT,995535841,2024-08-18 11:00:15.899,1723950015899,sell,60175.0,1.0,601.75,6.248,-0.060175
BTC/USDT:USDT,996402527,2024-08-19 08:05:34.353,1724025934353,sell,58315.1,1.0,583.151,-12.351,-0.0583151
BTC/USDT:USDT,996423483,2024-08-19 08:15:14.872,1724026514872,sell,58618.9,1.0,586.189,0,-0.0586189
BTC/USDT:USDT,996544660,2024-08-19 09:55:30.468,1724032530468,sell,58464.5,1.0,584.645,0,-0.0584645
BTC/USDT:USDT,996701479,2024-08-19 14:41:43.123,1724049703123,sell,58583.2,1.0,585.832,0,-0.0585832
BTC/USDT:USDT,997612606,2024-08-20 05:45:22.651,1724103922651,buy,59217.1,2.0,1184.342,-13.2313333333333333,-0.1184342
BTC/USDT:USDT,997822607,2024-08-20 08:36:08.493,1724114168493,buy,60530.4,1.0,605.304,-19.7486666666666667,-0.0605304
BTC/USDT:USDT,997842779,2024-08-20 08:45:15.877,1724114715877,buy,60255.1,2.0,1205.102,0,-0.1205102
BTC/USDT:USDT,998083391,2024-08-20 12:15:28.944,1724127328944,buy,60921.0,1.0,609.21,0,-0.060921
BTC/USDT:USDT,998140586,2024-08-20 13:16:36.780,1724130996780,buy,60958.8,1.0,609.588,0,-0.0609588
BTC/USDT:USDT,998258252,2024-08-20 15:01:16.898,1724137276898,buy,60991.5,0.3,182.9745,0,-0.01829745
BTC/USDT:USDT,998258253,2024-08-20 15:01:16.899,1724137276899,buy,60991.5,0.7,426.9405,0,-0.04269405
BTC/USDT:USDT,998412873,2024-08-20 19:25:19.672,1724153119672,buy,60501.5,1.0,605.015,0,-0.0605015
BTC/USDT:USDT,998937215,2024-08-20 23:10:17.085,1724166617085,sell,58810.0,2.0,1176.2,-36.7433333333333333,-0.11762
BTC/USDT:USDT,998990245,2024-08-20 23:20:16.085,1724167216085,sell,59110.4,2.0,1182.208,-30.7353333333333333,-0.1182208
BTC/USDT:USDT,999009964,2024-08-20 23:30:19.615,1724167819615,sell,59011.3,1.0,590.113,-16.3586666666666667,-0.0590113
BTC/USDT:USDT,999050668,2024-08-20 23:55:15.933,1724169315933,sell,58848.0,1.0,588.48,-17.9916666666666667,-0.058848
BTC/USDT:USDT,999070153,2024-08-21 00:05:16.307,1724169916307,sell,58888.9,1.0,588.889,0,-0.0588889
BTC/USDT:USDT,999171311,2024-08-21 01:56:08.732,1724176568732,sell,59007.9,1.0,590.079,0,-0.0590079
BTC/USDT:USDT,999189769,2024-08-21 02:11:13.639,1724177473639,sell,59220.7,1.0,592.207,0,-0.0592207
BTC/USDT:USDT,999839422,2024-08-21 19:30:17.530,1724239817530,buy,59350.7,1.0,593.507,-3.1153333333333333,-0.0593507
BTC/USDT:USDT,1000436563,2024-08-22 01:50:15.708,1724262615708,buy,59987.0,1.0,599.87,-9.4783333333333333,-0.059987
BTC/USDT:USDT,1000525775,2024-08-22 02:40:21.854,1724265621854,buy,60509.4,3.0,1815.282,-14.7023333333333333,-0.1815282
BTC/USDT:USDT,1000708417,2024-08-22 03:40:20.777,1724269220777,buy,61254.4,1.0,612.544,0,-0.0612544
BTC/USDT:USDT,1000788611,2024-08-22 04:05:17.878,1724270717878,buy,61785.3,1.0,617.853,0,-0.0617853
BTC/USDT:USDT,1000826894,2024-08-22 04:25:18.038,1724271918038,buy,61435.4,1.0,614.354,0,-0.0614354
BTC/USDT:USDT,1000961144,2024-08-22 06:26:09.973,1724279169973,buy,61309.3,1.0,613.093,0,-0.0613093
BTC/USDT:USDT,1001242279,2024-08-22 10:55:42.657,1724295342657,buy,59972.1,1.0,599.721,0,-0.0599721
BTC/USDT:USDT,1001315647,2024-08-22 11:55:23.725,1724298923725,sell,60522.6,1.0,605.226,-4.453,-0.0605226
BTC/USDT:USDT,1002003884,2024-08-22 23:05:21.482,1724339121482,sell,60755.9,0.1,60.7559,-0.212,-0.00607559
BTC/USDT:USDT,1002003885,2024-08-22 23:05:21.495,1724339121495,sell,60755.9,0.9,546.8031,-1.908,-0.05468031
BTC/USDT:USDT,1002114803,2024-08-23 00:35:26.150,1724344526150,sell,60514.8,1.0,605.148,-4.531,-0.0605148
BTC/USDT:USDT,1002305673,2024-08-23 05:42:15.181,1724362935181,sell,60561.4,1.0,605.614,-4.065,-0.1211228
BTC/USDT:USDT,1002350656,2024-08-23 08:15:26.249,1724372126249,sell,60514.7,1.0,605.147,-4.532,-0.1210294
BTC/USDT:USDT,1002606863,2024-08-23 14:55:16.388,1724396116388,buy,61239.6,1.0,612.396,0,-0.1224792
BTC/USDT:USDT,1003158410,2024-08-23 22:15:59.734,1724422559734,buy,62166.0,1.0,621.66,0,-0.124332
BTC/USDT:USDT,1003324760,2024-08-23 22:40:14.455,1724424014455,buy,61569.0,1.0,615.69,0,-0.123138
BTC/USDT:USDT,1003903863,2024-08-24 02:10:19.402,1724436619402,buy,62880.9,1.0,628.809,0,-0.1257618
BTC/USDT:USDT,1003991072,2024-08-24 02:30:15.089,1724437815089,buy,63102.8,1.0,631.028,0,-0.1262056
BTC/USDT:USDT,1004050984,2024-08-24 03:00:22.147,1724439622147,buy,63124.9,1.0,631.249,0,-0.1262498
BTC/USDT:USDT,1005126583,2024-08-25 00:31:12.269,1724517072269,sell,64283.3,2.0,1285.666,45.6185,-0.2571332
BTC/USDT:USDT,1005729606,2024-08-25 17:40:17.334,1724578817334,buy,63856.8,1.0,638.568,0,-0.1277136
BTC/USDT:USDT,1005742986,2024-08-25 18:15:41.886,1724580941886,sell,63895.9,1.0,638.959,16.2860714285714286,-0.1277918
BTC/USDT:USDT,1005821567,2024-08-25 21:42:04.968,1724593324968,sell,64057.2,1.0,640.572,17.8990714285714286,-0.1281144
BTC/USDT:USDT,1005902590,2024-08-26 00:55:25.991,1724604925991,buy,64061.3,1.0,640.613,0,-0.1281226
BTC/USDT:USDT,1006494611,2024-08-26 16:22:07.066,1724660527066,sell,63831.3,1.0,638.313,12.6500595238095238,-0.1276626
BTC/USDT:USDT,1006525182,2024-08-26 17:26:27.482,1724664387482,sell,63648.1,1.0,636.481,10.8180595238095238,-0.1272962
BTC/USDT:USDT,1007378914,2024-08-27 05:36:55.008,1724708215008,sell,63080.7,2.0,1261.614,10.2881190476190476,-0.2523228
BTC/USDT:USDT,1008006315,2024-08-27 18:45:17.258,1724755517258,sell,62383.8,1.0,623.838,-1.8249404761904762,-0.1247676
BTC/USDT:USDT,1008168701,2024-08-27 21:40:14.935,1724766014935,sell,62172.1,3.0,1865.163,-3.9419404761904762,-0.3730326
BTC/USDT:USDT,1008365827,2024-08-27 22:35:58.894,1724769358894,sell,62013.3,2.0,1240.266,0,-0.2480532
BTC/USDT:USDT,1008508893,2024-08-27 23:41:19.567,1724773279567,sell,61592.2,1.0,615.922,0,-0.1231844
BTC/USDT:USDT,1009031185,2024-08-28 05:50:16.977,1724795416977,sell,60293.1,1.0,602.931,0,-0.1205862
BTC/USDT:USDT,1009637536,2024-08-28 07:35:16.064,1724801716064,sell,59579.0,1.0,595.79,0,-0.119158
BTC/USDT:USDT,1010249908,2024-08-28 17:55:20.203,1724838920203,sell,59900.3,1.0,599.003,0,-0.1198006
BTC/USDT:USDT,1010496019,2024-08-28 21:55:22.316,1724853322316,buy,59747.0,1.0,597.47,14.69925,-0.119494
BTC/USDT:USDT,1010808149,2024-08-28 23:55:17.542,1724860517542,sell,58902.8,1.0,589.028,0,-0.1178056
BTC/USDT:USDT,1010819932,2024-08-29 00:01:20.486,1724860880486,sell,58909.1,1.0,589.091,0,-0.1178182
BTC/USDT:USDT,1011834016,2024-08-29 16:11:17.507,1724919077507,buy,59491.1,1.0,594.911,12.12275,-0.1189822
BTC/USDT:USDT,1011983602,2024-08-29 19:32:58.198,1724931178198,buy,59990.4,1.0,599.904,7.12975,-0.1199808
BTC/USDT:USDT,1012178314,2024-08-29 21:30:19.502,1724938219502,buy,60229.3,1.0,602.293,4.74075,-0.1204586
BTC/USDT:USDT,1012391658,2024-08-29 23:10:19.702,1724944219702,buy,60950.7,1.0,609.507,-2.47325,-0.1219014
BTC/USDT:USDT,1012510160,2024-08-30 00:25:53.254,1724948753254,buy,60733.7,1.0,607.337,-0.30325,-0.1214674
BTC/USDT:USDT,1012972481,2024-08-30 05:16:18.760,1724966178760,sell,59470.9,1.0,594.709,0,-0.1189418
BTC/USDT:USDT,1013210606,2024-08-30 10:30:17.493,1724985017493,sell,59198.8,1.0,591.988,0,-0.1183976
BTC/USDT:USDT,1013391331,2024-08-30 14:46:12.379,1725000372379,sell,59258.9,1.0,592.589,0,-0.1185178
BTC/USDT:USDT,1014087713,2024-08-30 23:06:14.042,1725030374042,sell,58413.0,1.0,584.13,0,-0.116826
BTC/USDT:USDT,1014267071,2024-08-31 00:00:26.578,1725033626578,sell,58086.9,1.0,580.869,0,-0.1161738
BTC/USDT:USDT,1014847575,2024-08-31 13:27:39.725,1725082059725,buy,59261.0,1.0,592.61,4.3255555555555556,-0.118522
BTC/USDT:USDT,1014874450,2024-08-31 15:31:02.100,1725089462100,buy,59081.8,1.0,590.818,6.1175555555555556,-0.1181636
BTC/USDT:USDT,1015234672,2024-09-01 10:00:37.160,1725156037160,sell,58823.0,1.0,588.23,0,-0.117646
BTC/USDT:USDT,1015410720,2024-09-01 13:25:15.274,1725168315274,sell,58052.9,0.8,464.4232,0,-0.09288464
BTC/USDT:USDT,1015410721,2024-09-01 13:25:15.490,1725168315490,sell,58052.9,1.2,696.6348,0,-0.13932696
BTC/USDT:USDT,1016901137,2024-09-02 14:05:16.527,1725257116527,buy,57852.1,1.0,578.521,14.2626888888888889,-0.1157042
BTC/USDT:USDT,1016992319,2024-09-02 16:20:14.437,1725265214437,buy,57937.9,1.0,579.379,13.4046888888888889,-0.1158758
BTC/USDT:USDT,1017051144,2024-09-02 16:40:19.490,1725266419490,buy,58146.9,1.0,581.469,11.3146888888888889,-0.1162938
BTC/USDT:USDT,1017064893,2024-09-02 16:51:16.087,1725267076087,buy,58195.8,3.0,1745.874,32.4770666666666667,-0.3491748
BTC/USDT:USDT,1017308006,2024-09-02 20:40:45.866,1725280845866,buy,58335.2,1.0,583.352,9.4316888888888889,-0.1166704
BTC/USDT:USDT,1018156252,2024-09-03 14:50:18.338,1725346218338,buy,58953.6,1.0,589.536,3.2476888888888889,-0.1179072
BTC/USDT:USDT,1018365688,2024-09-03 20:35:16.705,1725366916705,sell,59287.4,2.0,1185.748,0,-0.2371496
BTC/USDT:USDT,1018653995,2024-09-03 22:20:16.129,1725373216129,sell,57883.0,1.0,578.83,0,-0.115766
BTC/USDT:USDT,1018670943,2024-09-03 22:25:22.799,1725373522799,sell,58043.9,2.0,1160.878,0,-0.2321756
BTC/USDT:USDT,1018784088,2024-09-03 23:11:08.132,1725376268132,sell,57872.8,1.0,578.728,0,-0.1157456
BTC/USDT:USDT,1018856143,2024-09-04 00:05:15.053,1725379515053,sell,57754.9,1.0,577.549,0,-0.1155098
BTC/USDT:USDT,1018937717,2024-09-04 01:30:24.037,1725384624037,sell,58004.9,1.0,580.049,0,-0.1160098
BTC/USDT:USDT,1019606273,2024-09-04 09:10:29.246,1725412229246,sell,56017.5,1.0,560.175,0,-0.112035
BTC/USDT:USDT,1020389737,2024-09-04 22:05:31.003,1725458731003,buy,56349.1,1.0,563.491,19.0112161616161616,-0.1126982
BTC/USDT:USDT,1020590048,2024-09-04 23:00:50.130,1725462050130,buy,57550.6,1.0,575.506,6.9962161616161616,-0.1151012
BTC/USDT:USDT,1020659984,2024-09-04 23:21:05.395,1725463265395,buy,57475.1,1.0,574.751,7.7512161616161616,-0.1149502
BTC/USDT:USDT,1020677267,2024-09-04 23:30:16.310,1725463816310,buy,57420.0,1.0,574.2,8.3022161616161616,-0.11484
BTC/USDT:USDT,1020829248,2024-09-05 00:10:22.350,1725466222350,buy,58332.5,2.0,1166.65,-1.6455676767676768,-0.23333
BTC/USDT:USDT,1020838679,2024-09-05 00:15:34.391,1725466534391,buy,58156.4,1.0,581.564,0.9382161616161616,-0.1163128
BTC/USDT:USDT,1020962948,2024-09-05 01:30:48.639,1725471048639,buy,57997.1,1.0,579.971,2.5312161616161616,-0.1159942
BTC/USDT:USDT,1021565658,2024-09-05 14:22:16.153,1725517336153,sell,57050.9,1.0,570.509,0,-0.1141018
BTC/USDT:USDT,1021608584,2024-09-05 14:30:49.105,1725517849105,sell,56852.9,2.0,1137.058,0,-0.2274116
BTC/USDT:USDT,1021793673,2024-09-05 18:30:42.090,1725532242090,sell,56721.8,1.0,567.218,0,-0.1134436
BTC/USDT:USDT,1021825718,2024-09-05 19:30:17.833,1725535817833,sell,56764.4,1.0,567.644,0,-0.1135288
BTC/USDT:USDT,1021996454,2024-09-05 21:35:16.632,1725543316632,sell,56704.7,1.0,567.047,0,-0.1134094
BTC/USDT:USDT,1022023073,2024-09-05 21:40:24.698,1725543624698,sell,57142.9,1.0,571.429,0,-0.1142858
BTC/USDT:USDT,1022272499,2024-09-05 23:02:04.805,1725548524805,sell,56450.9,1.0,564.509,0,-0.1129018
